BNDSS_ID,Provider,Year,Population,WaterUse_AFY,GPCD,Basin,County,CountyFraction,County2,County2Fraction,County3,County3Fraction
Hayden,Town of Hayden,2005,1634,290,158.44,Yampa,Routt,1,,,,
Hayden,Town of Hayden,2006,1539,290,168.22,Yampa,Routt,1,,,,
Hayden,Town of Hayden,2007,1539,290,168.22,Yampa,Routt,1,,,,
Hayden,Town of Hayden,2008,1539,290,168.22,Yampa,Routt,1,,,,
Hayden,Town of Hayden,2009,1539,290,168.22,Yampa,Routt,1,,,,
Hayden,Town of Hayden,2010,1539,290,168.22,Yampa,Routt,1,,,,
Hayden,Town of Hayden,2011,1539,290,168.22,Yampa,Routt,1,,,,
Hayden,Town of Hayden,2012,1539,290,168.22,Yampa,Routt,1,,,,
Hayden,Town of Hayden,2013,1539,290,168.22,Yampa,Routt,1,,,,
Hayden,Town of Hayden,2014,1539,290,168.22,Yampa,Routt,1,,,,
Hayden,Town of Hayden,2015,1539,290,168.22,Yampa,Routt,1,,,,
Meeker,Town of Meeker,2000,2242,614,244.49,Yampa,Rio Blanco,1,,,,
Meeker,Town of Meeker,2001,2242,614,244.49,Yampa,Rio Blanco,1,,,,
Meeker,Town of Meeker,2002,2242,614,244.49,Yampa,Rio Blanco,1,,,,
Meeker,Town of Meeker,2003,2242,614,244.49,Yampa,Rio Blanco,1,,,,
Meeker,Town of Meeker,2004,2242,614,244.49,Yampa,Rio Blanco,1,,,,
Meeker,Town of Meeker,2005,2242,614,244.49,Yampa,Rio Blanco,1,,,,
Meeker,Town of Meeker,2006,2222,614,246.69,Yampa,Rio Blanco,1,,,,
Meeker,Town of Meeker,2007,2222,614,246.69,Yampa,Rio Blanco,1,,,,
Meeker,Town of Meeker,2008,2222,614,246.69,Yampa,Rio Blanco,1,,,,
Meeker,Town of Meeker,2009,2222,614,246.69,Yampa,Rio Blanco,1,,,,
Meeker,Town of Meeker,2010,2222,614,246.69,Yampa,Rio Blanco,1,,,,
Meeker,Town of Meeker,2011,2222,614,246.69,Yampa,Rio Blanco,1,,,,
Meeker,Town of Meeker,2012,2222,614,246.69,Yampa,Rio Blanco,1,,,,
Meeker,Town of Meeker,2013,2222,614,246.69,Yampa,Rio Blanco,1,,,,
Meeker,Town of Meeker,2014,2222,614,246.69,Yampa,Rio Blanco,1,,,,
Meeker,Town of Meeker,2015,2222,614,246.69,Yampa,Rio Blanco,1,,,,
MtWernerWSD,Mount Werner Water & Sanitation District,2000,10081,1449,128.32,Yampa,Routt,1,,,,
MtWernerWSD,Mount Werner Water & Sanitation District,2001,10081,1449,128.32,Yampa,Routt,1,,,,
MtWernerWSD,Mount Werner Water & Sanitation District,2002,10081,1449,128.32,Yampa,Routt,1,,,,
MtWernerWSD,Mount Werner Water & Sanitation District,2003,10081,1449,128.32,Yampa,Routt,1,,,,
MtWernerWSD,Mount Werner Water & Sanitation District,2004,10081,1449,128.32,Yampa,Routt,1,,,,
MtWernerWSD,Mount Werner Water & Sanitation District,2005,10081,1449,128.32,Yampa,Routt,1,,,,
MtWernerWSD,Mount Werner Water & Sanitation District,2006,10081,1449,128.32,Yampa,Routt,1,,,,
MtWernerWSD,Mount Werner Water & Sanitation District,2007,10081,1449,128.32,Yampa,Routt,1,,,,
MtWernerWSD,Mount Werner Water & Sanitation District,2008,10081,1449,128.32,Yampa,Routt,1,,,,
MtWernerWSD,Mount Werner Water & Sanitation District,2009,10081,1449,128.32,Yampa,Routt,1,,,,
MtWernerWSD,Mount Werner Water & Sanitation District,2010,10081,1449,128.32,Yampa,Routt,1,,,,
MtWernerWSD,Mount Werner Water & Sanitation District,2011,10081,1449,128.32,Yampa,Routt,1,,,,
MtWernerWSD,Mount Werner Water & Sanitation District,2012,10081,1449,128.32,Yampa,Routt,1,,,,
MtWernerWSD,Mount Werner Water & Sanitation District,2013,4980,1449,259.75,Yampa,Routt,1,,,,
MtWernerWSD,Mount Werner Water & Sanitation District,2014,4980,1449,259.75,Yampa,Routt,1,,,,
MtWernerWSD,Mount Werner Water & Sanitation District,2015,4980,1449,259.75,Yampa,Routt,1,,,,
OakCrk,Town of Oak Creek Public Works,2000,849,261,274.44,Yampa,Routt,1,,,,
OakCrk,Town of Oak Creek Public Works,2001,849,261,274.44,Yampa,Routt,1,,,,
OakCrk,Town of Oak Creek Public Works,2002,849,261,274.44,Yampa,Routt,1,,,,
OakCrk,Town of Oak Creek Public Works,2003,849,261,274.44,Yampa,Routt,1,,,,
OakCrk,Town of Oak Creek Public Works,2004,849,261,274.44,Yampa,Routt,1,,,,
OakCrk,Town of Oak Creek Public Works,2005,849,261,274.44,Yampa,Routt,1,,,,
OakCrk,Town of Oak Creek Public Works,2006,797,261,292.35,Yampa,Routt,1,,,,
OakCrk,Town of Oak Creek Public Works,2007,797,261,292.35,Yampa,Routt,1,,,,
OakCrk,Town of Oak Creek Public Works,2008,797,261,292.35,Yampa,Routt,1,,,,
OakCrk,Town of Oak Creek Public Works,2009,797,261,292.35,Yampa,Routt,1,,,,
OakCrk,Town of Oak Creek Public Works,2010,797,261,292.35,Yampa,Routt,1,,,,
OakCrk,Town of Oak Creek Public Works,2011,797,261,292.35,Yampa,Routt,1,,,,
OakCrk,Town of Oak Creek Public Works,2012,797,261,292.35,Yampa,Routt,1,,,,
OakCrk,Town of Oak Creek Public Works,2013,797,261,292.35,Yampa,Routt,1,,,,
OakCrk,Town of Oak Creek Public Works,2014,797,261,292.35,Yampa,Routt,1,,,,
OakCrk,Town of Oak Creek Public Works,2015,797,261,292.35,Yampa,Routt,1,,,,
Rangely,Town of Rangely,2000,2450,767,279.48,Yampa,Rio Blanco,1,,,,
Rangely,Town of Rangely,2001,2450,767,279.48,Yampa,Rio Blanco,1,,,,
Rangely,Town of Rangely,2002,2450,767,279.48,Yampa,Rio Blanco,1,,,,
Rangely,Town of Rangely,2003,2450,767,279.48,Yampa,Rio Blanco,1,,,,
Rangely,Town of Rangely,2004,2450,767,279.48,Yampa,Rio Blanco,1,,,,
Rangely,Town of Rangely,2005,2450,767,279.48,Yampa,Rio Blanco,1,,,,
Rangely,Town of Rangely,2006,2038,767,335.98,Yampa,Rio Blanco,1,,,,
Rangely,Town of Rangely,2007,2038,767,335.98,Yampa,Rio Blanco,1,,,,
Rangely,Town of Rangely,2008,2196,683,277.66,Yampa,Rio Blanco,1,,,,
Rangely,Town of Rangely,2009,2196,683,277.66,Yampa,Rio Blanco,1,,,,
Rangely,Town of Rangely,2010,2196,683,277.66,Yampa,Rio Blanco,1,,,,
Rangely,Town of Rangely,2011,2196,683,277.66,Yampa,Rio Blanco,1,,,,
Rangely,Town of Rangely,2012,2196,683,277.66,Yampa,Rio Blanco,1,,,,
Rangely,Town of Rangely,2013,2196,683,277.66,Yampa,Rio Blanco,1,,,,
Rangely,Town of Rangely,2014,2196,683,277.66,Yampa,Rio Blanco,1,,,,
Rangely,Town of Rangely,2015,2196,683,277.66,Yampa,Rio Blanco,1,,,,
SteamboatSpgs,City of Steamboat Springs,2000,9354,1350,128.84,Yampa,Routt,1,,,,
SteamboatSpgs,City of Steamboat Springs,2001,9354,1350,128.84,Yampa,Routt,1,,,,
SteamboatSpgs,City of Steamboat Springs,2002,9354,1350,128.84,Yampa,Routt,1,,,,
SteamboatSpgs,City of Steamboat Springs,2003,9354,1350,128.84,Yampa,Routt,1,,,,
SteamboatSpgs,City of Steamboat Springs,2004,9354,1350,128.84,Yampa,Routt,1,,,,
SteamboatSpgs,City of Steamboat Springs,2005,9354,1350,128.84,Yampa,Routt,1,,,,
SteamboatSpgs,City of Steamboat Springs,2006,9354,1350,128.84,Yampa,Routt,1,,,,
SteamboatSpgs,City of Steamboat Springs,2007,9354,1350,128.84,Yampa,Routt,1,,,,
SteamboatSpgs,City of Steamboat Springs,2008,11362,3141,246.79,Yampa,Routt,1,,,,
SteamboatSpgs,City of Steamboat Springs,2009,11362,3141,246.79,Yampa,Routt,1,,,,
SteamboatSpgs,City of Steamboat Springs,2010,11362,3141,246.79,Yampa,Routt,1,,,,
SteamboatSpgs,City of Steamboat Springs,2011,11362,3141,246.79,Yampa,Routt,1,,,,
SteamboatSpgs,City of Steamboat Springs,2012,11362,3141,246.79,Yampa,Routt,1,,,,
SteamboatSpgs,City of Steamboat Springs,2013,11362,3141,246.79,Yampa,Routt,1,,,,
SteamboatSpgs,City of Steamboat Springs,2014,11362,3141,246.79,Yampa,Routt,1,,,,
SteamboatSpgs,City of Steamboat Springs,2015,11362,3141,246.79,Yampa,Routt,1,,,,
Yampa,Town of Yampa,2000,443,121,243.84,Yampa,Routt,1,,,,
Yampa,Town of Yampa,2001,443,121,243.84,Yampa,Routt,1,,,,
Yampa,Town of Yampa,2002,443,121,243.84,Yampa,Routt,1,,,,
Yampa,Town of Yampa,2003,443,121,243.84,Yampa,Routt,1,,,,
Yampa,Town of Yampa,2004,443,121,243.84,Yampa,Routt,1,,,,
Yampa,Town of Yampa,2005,443,121,243.84,Yampa,Routt,1,,,,
Yampa,Town of Yampa,2006,416,121,259.67,Yampa,Routt,1,,,,
Yampa,Town of Yampa,2007,416,121,259.67,Yampa,Routt,1,,,,
Yampa,Town of Yampa,2008,416,121,259.67,Yampa,Routt,1,,,,
Yampa,Town of Yampa,2009,416,121,259.67,Yampa,Routt,1,,,,
Yampa,Town of Yampa,2010,416,121,259.67,Yampa,Routt,1,,,,
Yampa,Town of Yampa,2011,416,121,259.67,Yampa,Routt,1,,,,
Yampa,Town of Yampa,2012,416,121,259.67,Yampa,Routt,1,,,,
Yampa,Town of Yampa,2013,416,121,259.67,Yampa,Routt,1,,,,
Yampa,Town of Yampa,2014,416,121,259.67,Yampa,Routt,1,,,,
Yampa,Town of Yampa,2015,416,121,259.67,Yampa,Routt,1,,,,
